Customer_ID,last_order,first_order,orders,monetary,profit,segment,region,recency_days,recency_weeks,R,F,M,RFM_Score,Segment
287,2024-10-29,2022-03-08,7,20462.670000000002,5168.84,Corporate,Central,63,9,3,2,3,323,Promising
289,2024-12-23,2021-03-10,34,72161.76,19234.2,Small Business,South,8,1,5,5,5,555,Champions
290,2022-05-20,2021-08-27,2,2183.85,886.5999999999999,Home Office,South,956,136,1,1,1,111,Lost
292,2024-11-15,2021-11-17,9,10788.73,3237.36,Small Business,West,46,6,3,3,2,332,Promising
293,2024-09-20,2021-06-21,34,81459.12,16011.2,Small Business,Central,102,14,2,5,5,255,Can't Lose
295,2024-12-26,2021-01-08,32,59148.18,11894.449999999999,Home Office,West,5,0,5,5,4,554,Champions
296,2024-12-21,2021-03-05,25,38503.77,8462.98,Consumer,East,10,1,5,4,4,544,Champions
297,2024-12-04,2021-12-24,23,51144.23,13731.98,Small Business,East,27,3,4,4,4,444,Champions
298,2021-11-17,2021-11-17,1,512.2,248.77,Home Office,South,1140,162,1,1,1,111,Lost
299,2024-07-15,2022-03-22,8,18147.99,2853.04,Home Office,West,169,24,2,2,3,223,Lost
300,2022-08-01,2022-01-23,2,2264.71,677.39,Consumer,South,883,126,1,1,1,111,Lost
301,2024-12-07,2021-05-02,29,66205.97,14669.880000000001,Small Business,West,24,3,4,4,5,445,Champions
302,2024-10-15,2021-10-26,6,5226.9400000000005,1757.81,Consumer,South,77,11,2,2,2,222,Lost
303,2024-08-08,2024-08-08,1,148.5,37.59,Consumer,East,145,20,2,1,1,211,Lost
304,2023-12-23,2021-08-16,4,7858.2,1707.4,Consumer,East,374,53,1,2,2,122,Lost
306,2024-12-13,2021-05-16,10,13445.33,4164.18,Consumer,South,18,2,4,3,3,433,Potential Loyalists
307,2024-12-19,2021-01-01,41,85418.35,21467.18,Small Business,West,12,1,4,5,5,455,Champions
308,2022-11-03,2022-04-03,3,14347.080000000002,3105.5,Home Office,West,789,112,1,1,3,113,Lost
310,2023-07-18,2021-04-15,2,1881.53,606.4100000000001,Consumer,West,532,76,1,1,1,111,Lost
311,2023-12-27,2021-03-28,4,1173.84,178.62,Consumer,East,370,52,1,2,1,121,Lost
313,2024-12-10,2021-01-29,38,68220.23,16123.9,Home Office,East,21,3,4,5,5,455,Champions
314,2022-08-06,2022-05-06,2,474.31,101.32000000000001,Consumer,Central,878,125,1,1,1,111,Lost
316,2024-09-10,2024-09-10,1,38.91,17.12,Consumer,East,112,16,2,1,1,211,Lost
317,2024-12-15,2021-03-22,22,20207.739999999998,4785.64,Home Office,Central,16,2,4,4,3,443,Potential Loyalists
318,2024-11-20,2021-01-03,23,68043.13,16094.96,Small Business,West,41,5,3,4,5,345,Loyal Customers
319,2024-12-05,2021-01-09,13,22022.54,7507.68,Home Office,Central,26,3,4,3,3,433,Potential Loyalists
320,2024-12-29,2021-01-08,59,114970.49,29339.15,Home Office,East,2,0,5,5,5,555,Champions
321,2024-12-25,2021-01-26,43,95835.71,19412.05,Home Office,South,6,0,5,5,5,555,Champions
322,2024-11-13,2021-01-20,17,20627.31,4912.55,Consumer,Central,48,6,3,4,3,343,Promising
323,2023-12-29,2022-02-27,6,10751.98,2621.0,Consumer,South,368,52,1,2,2,122,Lost
324,2022-02-10,2022-02-10,1,4192.63,1191.07,Consumer,East,1055,150,1,1,2,112,Lost
325,2024-12-11,2021-01-17,41,85577.84,23589.670000000002,Corporate,West,20,2,4,5,5,455,Champions
326,2024-12-22,2021-03-08,16,14917.37,3327.2400000000002,Home Office,West,9,1,5,4,3,543,Potential Loyalists
327,2024-12-03,2021-03-23,22,64459.6,12906.02,Corporate,West,28,4,4,4,5,445,Champions
328,2024-12-24,2024-12-24,1,197.35,48.870000000000005,Small Business,West,7,1,5,1,1,511,New Customers
329,2024-08-22,2022-01-11,3,1169.3,414.21000000000004,Consumer,East,131,18,2,1,1,211,Lost
330,2024-04-19,2021-06-14,7,6571.3,1130.85,Home Office,West,256,36,2,2,2,222,Lost
331,2024-12-18,2021-08-30,21,22596.08,7007.120000000001,Consumer,East,13,1,4,4,3,443,Potential Loyalists
333,2024-12-25,2021-05-03,31,56073.99,10073.57,Home Office,East,6,0,5,4,4,544,Champions
334,2024-12-30,2021-01-31,62,146467.0,35292.92,Small Business,East,1,0,5,5,5,555,Champions
335,2024-12-18,2021-05-14,48,114919.38,27364.23,Corporate,Central,13,1,4,5,5,455,Champions
336,2024-12-08,2021-06-14,17,33420.78,7517.21,Consumer,West,23,3,4,4,4,444,Champions
337,2023-09-20,2023-06-06,2,5305.89,692.0,Corporate,West,468,66,1,1,2,112,Lost
338,2023-03-05,2023-03-05,1,3097.6,1091.16,Consumer,West,667,95,1,1,1,111,Lost
340,2023-03-06,2022-08-15,2,482.9,152.75,Home Office,West,666,95,1,1,1,111,Lost
341,2023-12-13,2022-09-26,4,1736.75,397.20000000000005,Consumer,Central,384,54,1,2,1,121,Lost
342,2022-07-13,2022-07-13,1,33.02,9.58,Consumer,South,902,128,1,1,1,111,Lost
343,2024-12-18,2021-03-04,8,4653.54,1434.44,Consumer,West,13,1,4,2,2,422,Promising
344,2024-09-24,2021-02-12,21,64643.25,12759.72,Small Business,South,98,14,2,4,5,245,Can't Lose
345,2024-12-02,2021-01-10,78,212938.28,51702.01,Corporate,South,29,4,4,5,5,455,Champions
346,2024-09-25,2021-04-15,4,4365.04,989.7700000000001,Home Office,East,97,13,2,2,2,222,Lost
347,2024-12-10,2021-01-09,57,140150.46,28849.57,Corporate,West,21,3,4,5,5,455,Champions
348,2024-09-06,2021-11-14,2,3890.19,1123.11,Corporate,Central,116,16,2,1,2,212,Lost
349,2024-12-20,2021-01-28,19,22403.07,5036.91,Consumer,South,11,1,4,4,3,443,Potential Loyalists
351,2024-12-15,2021-06-10,7,10700.25,1999.15,Consumer,East,16,2,4,2,2,422,Promising
353,2022-03-28,2022-03-28,1,5545.8,-1774.8,Home Office,East,1009,144,1,1,2,112,Lost
354,2024-12-06,2021-03-06,31,79524.89,18282.57,Corporate,Central,25,3,4,4,5,445,Champions
355,2024-12-20,2021-01-26,8,17999.99,5316.6900000000005,Small Business,West,11,1,4,2,3,423,Potential Loyalists
356,2024-12-15,2021-02-03,36,35161.08,8636.55,Consumer,Central,16,2,4,5,4,454,Champions
357,2024-05-08,2021-05-29,5,13075.78,3170.85,Corporate,South,237,33,2,2,3,223,Lost
358,2024-11-29,2021-03-16,14,21134.54,6328.78,Corporate,Central,32,4,3,3,3,333,Promising
359,2024-12-06,2021-07-08,10,18387.11,5047.67,Corporate,Central,25,3,4,3,3,433,Potential Loyalists
360,2024-03-18,2021-08-13,2,2301.46,871.1,Consumer,Central,288,41,1,1,1,111,Lost
361,2024-11-08,2023-07-16,5,2701.3,1055.87,Consumer,South,53,7,3,2,1,321,Hibernating
363,2024-12-23,2021-12-17,10,5769.33,1409.25,Consumer,East,8,1,5,3,2,532,Potential Loyalists
364,2024-12-18,2021-03-07,62,159449.94,37892.03,Corporate,West,13,1,4,5,5,455,Champions
365,2024-11-21,2021-01-02,9,21068.28,4215.68,Corporate,East,40,5,3,3,3,333,Promising
366,2024-12-06,2021-12-23,13,18287.76,5348.860000000001,Corporate,South,25,3,4,3,3,433,Potential Loyalists
368,2024-12-29,2021-01-11,65,162849.86,35123.32,Corporate,West,2,0,5,5,5,555,Champions
370,2024-11-04,2021-02-02,21,38469.46,11521.15,Corporate,West,57,8,3,4,4,344,Loyal Customers
371,2024-04-01,2023-05-03,2,4048.4699999999993,1419.83,Consumer,Central,274,39,1,1,2,112,Lost
372,2024-06-03,2023-12-20,2,1841.1100000000001,516.3599999999999,Consumer,East,211,30,2,1,1,211,Lost
373,2023-08-01,2022-09-26,3,7838.669999999999,2559.34,Corporate,East,518,74,1,1,2,112,Lost
374,2024-11-29,2021-01-20,105,238138.38,57544.69,Corporate,South,32,4,3,5,5,355,Loyal Customers
375,2022-12-01,2022-12-01,1,287.92,55.64,Consumer,Central,761,108,1,1,1,111,Lost
376,2024-12-27,2021-02-17,95,253337.86,52002.24,Corporate,East,4,0,5,5,5,555,Champions
377,2024-03-13,2021-11-17,2,3198.91,495.21000000000004,Corporate,West,293,41,1,1,1,111,Lost
378,2024-10-06,2021-11-19,12,11592.28,2977.94,Home Office,South,86,12,2,3,2,232,Lost
379,2024-12-22,2021-12-06,5,13793.73,4199.1900000000005,Corporate,Central,9,1,5,2,3,523,Potential Loyalists
381,2024-10-09,2022-12-29,4,7882.0,375.01,Consumer,West,83,11,2,2,2,222,Lost
383,2024-12-27,2021-01-01,48,153342.73,33397.96,Corporate,East,4,0,5,5,5,555,Champions
384,2024-12-25,2021-02-10,42,79383.35,22777.7,Corporate,Central,6,0,5,5,5,555,Champions
385,2024-12-20,2021-01-04,34,81682.09,17860.29,Corporate,East,11,1,4,5,5,455,Champions
386,2024-12-07,2021-09-21,10,10958.6,3221.72,Consumer,East,24,3,4,3,2,432,Potential Loyalists
387,2024-12-11,2021-01-14,35,82672.64,20971.9,Corporate,Central,20,2,4,5,5,455,Champions
388,2022-12-26,2022-03-06,3,7851.549999999999,1630.48,Home Office,South,736,105,1,1,2,112,Lost
389,2024-12-31,2021-06-14,6,5397.13,1940.54,Small Business,Central,0,0,5,2,2,522,Promising
390,2024-09-30,2021-01-16,40,93830.16,21342.66,Small Business,West,92,13,2,5,5,255,Can't Lose
391,2024-12-21,2021-04-13,56,152290.98,38956.65,Corporate,West,10,1,5,5,5,555,Champions
392,2024-11-26,2021-05-31,8,28073.27,2010.29,Corporate,West,35,5,3,2,4,324,Promising
393,2024-12-28,2021-01-17,24,33573.1,9208.83,Home Office,West,3,0,5,4,4,544,Champions
394,2022-08-01,2021-02-11,2,1841.45,561.97,Consumer,West,883,126,1,1,1,111,Lost
395,2024-12-30,2021-02-07,47,62388.38,11251.59,Home Office,West,1,0,5,5,4,554,Champions
396,2024-12-12,2022-02-08,7,16793.75,4486.62,Corporate,Central,19,2,4,2,3,423,Potential Loyalists
397,2021-03-24,2021-03-24,1,942.09,321.82,Consumer,South,1378,196,1,1,1,111,Lost
398,2024-04-12,2021-03-28,3,2409.41,871.81,Consumer,South,263,37,2,1,1,211,Lost
399,2024-12-21,2021-02-09,52,75236.4,18727.28,Home Office,East,10,1,5,5,5,555,Champions
400,2024-03-11,2021-07-21,2,2131.99,304.87,Consumer,West,295,42,1,1,1,111,Lost
401,2024-10-17,2021-01-13,10,10285.619999999999,3295.32,Consumer,East,75,10,3,3,2,332,Promising
402,2024-11-05,2022-05-02,6,7548.97,2487.41,Consumer,West,56,8,3,2,2,322,Hibernating
403,2024-08-31,2021-11-13,6,11398.88,3378.79,Consumer,West,122,17,2,2,2,222,Lost
405,2024-04-25,2021-05-09,6,7169.280000000001,2463.25,Home Office,Central,250,35,2,2,2,222,Lost
406,2024-11-22,2022-04-01,4,4089.28,1181.13,Consumer,West,39,5,3,2,2,322,Hibernating
407,2024-12-02,2021-02-25,32,44297.58,10639.01,Home Office,South,29,4,4,5,4,454,Champions
408,2024-12-17,2021-05-08,35,78470.49,22200.4,Small Business,East,14,2,4,5,5,455,Champions
409,2023-11-12,2021-10-29,6,5205.64,1401.53,Consumer,East,415,59,1,2,2,122,Lost
410,2023-09-29,2021-12-22,6,7752.62,1888.6499999999999,Consumer,West,459,65,1,2,2,122,Lost
411,2024-10-25,2021-07-08,8,17088.1,4674.12,Corporate,East,67,9,3,2,3,323,Promising
412,2024-11-20,2021-03-12,24,31781.879999999997,5584.66,Consumer,East,41,5,3,4,4,344,Loyal Customers
414,2024-12-07,2021-01-09,34,55018.15,15971.56,Small Business,East,24,3,4,5,4,454,Champions
415,2024-11-10,2021-12-12,9,23477.54,5641.16,Small Business,East,51,7,3,3,3,333,Promising
416,2024-12-05,2021-01-01,64,106311.9,27211.4,Home Office,West,26,3,4,5,5,455,Champions
417,2024-09-06,2021-05-30,3,7102.68,1870.8799999999999,Consumer,West,116,16,2,1,2,212,Lost
418,2024-12-25,2021-02-09,27,25669.71,6390.34,Home Office,Central,6,0,5,4,3,543,Potential Loyalists
419,2024-08-23,2021-01-19,4,6603.46,1852.3500000000001,Home Office,West,130,18,2,2,2,222,Lost
420,2024-11-06,2021-08-15,14,27741.09,4502.94,Consumer,South,55,7,3,3,4,334,Promising
421,2024-10-31,2021-06-28,17,44973.58,9848.41,Corporate,East,61,8,3,4,4,344,Loyal Customers
422,2022-10-20,2021-01-11,2,1728.8,804.21,Consumer,West,803,114,1,1,1,111,Lost
423,2024-11-23,2021-05-13,4,3090.21,862.58,Consumer,Central,38,5,3,2,1,321,Hibernating
424,2024-11-07,2021-08-09,8,30145.49,6305.46,Corporate,South,54,7,3,2,4,324,Promising
425,2024-09-28,2024-09-28,1,5175.32,1897.8600000000001,Consumer,West,94,13,2,1,2,212,Lost
426,2024-03-20,2024-03-20,1,2573.34,915.2,Consumer,West,286,40,1,1,1,111,Lost
427,2024-12-16,2021-04-01,27,42222.08,10234.03,Home Office,East,15,2,4,4,4,444,Champions
428,2023-07-15,2021-01-02,5,11560.86,704.3400000000001,Small Business,East,535,76,1,2,2,122,Lost
429,2024-12-14,2021-01-27,40,105960.31,22986.44,Corporate,East,17,2,4,5,5,455,Champions
430,2024-12-28,2021-01-12,13,24626.87,7104.27,Home Office,Central,3,0,5,3,3,533,Potential Loyalists
431,2024-12-27,2021-02-14,45,106697.56999999999,24022.89,Small Business,West,4,0,5,5,5,555,Champions
432,2024-10-27,2024-10-27,1,42.77,12.73,Consumer,Central,65,9,3,1,1,311,Hibernating
433,2024-12-12,2021-01-20,192,520514.97,120690.67,Corporate,East,19,2,4,5,5,455,Champions
434,2024-07-02,2024-07-02,1,193.95,82.75,Consumer,South,182,26,2,1,1,211,Lost
435,2023-10-07,2021-01-09,8,7638.75,1915.31,Consumer,South,451,64,1,2,2,122,Lost
436,2024-10-13,2021-01-16,17,33003.880000000005,8255.08,Home Office,East,79,11,2,4,4,244,Can't Lose
437,2024-12-29,2021-01-10,95,244658.68,59374.96,Corporate,East,2,0,5,5,5,555,Champions
438,2024-12-24,2021-01-10,111,257125.27,63461.65,Corporate,East,7,1,5,5,5,555,Champions
439,2024-04-18,2021-07-07,2,3733.2799999999997,875.28,Consumer,South,257,36,2,1,1,211,Lost
440,2023-12-23,2022-07-19,3,2348.69,407.30999999999995,Consumer,East,374,53,1,1,1,111,Lost
441,2024-12-12,2021-02-07,63,145477.1,28993.34,Small Business,West,19,2,4,5,5,455,Champions
442,2024-06-01,2021-05-16,8,6819.24,2251.6099999999997,Consumer,West,213,30,2,2,2,222,Lost
443,2023-06-06,2022-03-29,2,3927.84,1111.29,Consumer,South,574,82,1,1,2,112,Lost
445,2024-11-28,2021-01-17,40,111531.62,24458.3,Corporate,West,33,4,3,5,5,355,Loyal Customers
446,2024-12-31,2021-01-12,26,67970.4,14277.47,Corporate,South,0,0,5,4,5,545,Champions
447,2024-11-11,2021-06-24,3,17873.02,3605.9300000000003,Corporate,East,50,7,3,1,3,313,Promising
448,2024-08-15,2021-07-18,6,7808.06,1420.69,Consumer,South,138,19,2,2,2,222,Lost
449,2024-11-30,2021-12-27,6,2338.3199999999997,822.56,Consumer,East,31,4,3,2,1,321,Hibernating
450,2024-12-03,2021-02-18,20,34170.56,6454.43,Home Office,West,28,4,4,4,4,444,Champions
451,2024-11-14,2021-01-24,20,72821.16,15507.56,Corporate,South,47,6,3,4,5,345,Loyal Customers
452,2024-12-27,2021-04-15,10,22350.59,6008.72,Corporate,Central,4,0,5,3,3,533,Potential Loyalists
453,2024-04-23,2021-02-16,15,36640.45,9675.800000000001,Home Office,Central,252,36,2,3,4,234,At Risk
454,2024-12-01,2021-07-28,16,19120.92,4406.27,Home Office,East,30,4,3,4,3,343,Promising
455,2024-12-17,2021-06-16,13,11774.14,3550.13,Consumer,West,14,2,4,3,2,432,Potential Loyalists
456,2023-06-01,2021-01-17,2,558.4300000000001,201.99,Consumer,West,579,82,1,1,1,111,Lost
457,2023-05-29,2022-06-24,4,12108.52,2634.5,Corporate,West,582,83,1,2,3,123,Lost
458,2024-11-30,2021-02-23,24,33883.47,9420.97,Consumer,West,31,4,3,4,4,344,Loyal Customers
460,2022-06-23,2022-06-23,1,2120.27,735.03,Corporate,West,922,131,1,1,1,111,Lost
461,2021-08-28,2021-08-28,1,4665.76,1456.07,Home Office,East,1221,174,1,1,2,112,Lost
462,2024-09-30,2021-06-30,13,33657.81,4471.84,Small Business,West,92,13,2,3,4,234,At Risk
463,2024-04-11,2021-04-30,7,10807.37,3494.91,Corporate,East,264,37,2,2,2,222,Lost
464,2024-12-16,2021-01-11,42,113845.27,21996.36,Small Business,South,15,2,4,5,5,455,Champions
465,2023-11-23,2022-07-02,2,1400.5600000000002,528.09,Corporate,Central,404,57,1,1,1,111,Lost
466,2024-11-06,2021-02-14,34,109813.47,19723.15,Small Business,East,55,7,3,5,5,355,Loyal Customers
467,2024-12-31,2021-01-19,40,51521.740000000005,10654.46,Consumer,Central,0,0,5,5,4,554,Champions
468,2024-12-12,2021-02-10,65,194649.01,45798.75,Corporate,South,19,2,4,5,5,455,Champions
470,2024-09-15,2021-12-09,4,2936.6,688.33,Consumer,East,107,15,2,2,1,221,Lost
471,2024-11-12,2021-07-01,21,29234.81,8886.3,Consumer,East,49,7,3,4,4,344,Loyal Customers
472,2024-05-06,2021-03-18,17,31695.9,7969.28,Small Business,East,239,34,2,4,4,244,Can't Lose
473,2024-12-18,2021-05-14,46,132511.32,28465.73,Corporate,Central,13,1,4,5,5,455,Champions
474,2024-12-05,2021-11-19,11,14721.08,5064.84,Consumer,South,26,3,4,3,3,433,Potential Loyalists
475,2024-03-12,2023-05-24,2,1358.44,509.43,Consumer,East,294,42,1,1,1,111,Lost
476,2023-06-25,2021-08-25,4,9292.44,2856.27,Consumer,Central,555,79,1,2,2,122,Lost
477,2024-11-18,2022-02-06,4,1995.3100000000002,468.31,Consumer,East,43,6,3,2,1,321,Hibernating
478,2024-12-28,2021-03-16,13,34077.63,6371.97,Small Business,Central,3,0,5,3,4,534,Potential Loyalists
479,2024-11-19,2021-05-23,14,19815.07,5175.99,Corporate,Central,42,6,3,3,3,333,Promising
480,2024-12-19,2021-07-04,24,24849.86,6393.32,Consumer,West,12,1,4,4,3,443,Potential Loyalists
481,2024-12-22,2021-05-25,18,54683.85,11696.550000000001,Corporate,East,9,1,5,4,4,544,Champions
482,2023-12-11,2021-09-01,6,9324.03,2760.1000000000004,Consumer,Central,386,55,1,2,2,122,Lost
483,2024-12-02,2021-09-10,15,27905.55,6307.85,Consumer,South,29,4,4,3,4,434,Potential Loyalists
484,2024-03-11,2022-06-13,5,13546.53,3512.59,Home Office,East,295,42,1,2,3,123,Lost
485,2024-12-28,2021-04-21,33,99685.22,22126.83,Corporate,East,3,0,5,5,5,555,Champions
486,2022-02-24,2022-01-19,2,2842.09,818.4200000000001,Small Business,East,1041,148,1,1,1,111,Lost
487,2024-12-07,2021-01-03,36,70657.12,19026.95,Corporate,West,24,3,4,5,5,455,Champions
488,2024-12-28,2021-01-07,41,106936.59,25184.75,Corporate,Central,3,0,5,5,5,555,Champions
489,2024-01-01,2021-02-28,9,13328.67,3221.17,Home Office,South,365,52,1,3,3,133,At Risk
490,2024-12-27,2021-01-06,31,59482.01,13291.89,Small Business,Central,4,0,5,4,4,544,Champions
491,2024-02-02,2021-08-26,4,4928.32,991.36,Home Office,South,333,47,1,2,2,122,Lost
492,2024-12-25,2021-03-07,79,170676.09,39446.41,Small Business,South,6,0,5,5,5,555,Champions
493,2024-12-30,2021-03-23,60,111746.56,25804.36,Home Office,East,1,0,5,5,5,555,Champions
494,2024-11-01,2021-05-25,10,14127.449999999999,4228.63,Small Business,West,60,8,3,3,3,333,Promising
496,2024-12-20,2021-01-01,29,52835.42,14792.22,Home Office,West,11,1,4,4,4,444,Champions
497,2024-12-16,2021-01-13,97,266428.6,65271.1,Corporate,South,15,2,4,5,5,455,Champions
498,2024-12-03,2021-01-19,54,139182.21,33836.88,Corporate,Central,28,4,4,5,5,455,Champions
499,2024-11-22,2023-03-30,4,7287.85,1461.76,Home Office,South,39,5,3,2,2,322,Hibernating
501,2024-09-24,2021-03-09,20,44424.18,7470.22,Small Business,West,98,14,2,4,4,244,Can't Lose
502,2024-05-13,2024-05-13,1,2402.01,740.89,Consumer,West,232,33,2,1,1,211,Lost
503,2024-12-09,2021-01-10,20,49270.39,13027.72,Home Office,East,22,3,4,4,4,444,Champions
504,2024-11-12,2021-03-14,9,14804.6,3845.98,Home Office,East,49,7,3,3,3,333,Promising
505,2024-09-18,2022-11-10,4,6261.2,2071.35,Consumer,West,104,14,2,2,2,222,Lost
506,2024-09-16,2021-06-24,12,21732.64,6577.69,Consumer,East,106,15,2,3,3,233,At Risk
508,2023-03-09,2021-07-14,4,6985.07,1465.79,Home Office,East,663,94,1,2,2,122,Lost
509,2024-10-05,2021-01-05,31,52387.45,14286.039999999999,Corporate,East,87,12,2,4,4,244,Can't Lose
510,2024-12-08,2021-03-16,77,176701.06,40625.19,Small Business,Central,23,3,4,5,5,455,Champions
511,2024-11-27,2021-01-15,24,53086.43,13928.8,Corporate,East,34,4,3,4,4,344,Loyal Customers
512,2024-12-26,2021-11-19,19,40163.7,11027.18,Small Business,South,5,0,5,4,4,544,Champions
513,2024-11-14,2021-01-25,10,25245.41,6150.92,Corporate,Central,47,6,3,3,3,333,Promising
514,2024-10-20,2021-04-07,17,21677.920000000002,6727.56,Home Office,East,72,10,3,4,3,343,Promising
515,2024-12-25,2021-01-20,12,15434.51,2855.45,Consumer,Central,6,0,5,3,3,533,Potential Loyalists
516,2024-12-29,2021-05-28,26,74684.49,17995.55,Corporate,Central,2,0,5,4,5,545,Champions
517,2024-12-28,2021-02-01,23,22938.61,7078.82,Home Office,Central,3,0,5,4,3,543,Potential Loyalists
518,2024-10-06,2024-10-06,1,4316.79,612.45,Small Business,South,86,12,2,1,2,212,Lost
519,2024-04-12,2021-08-27,6,8137.08,2188.08,Home Office,Central,263,37,2,2,2,222,Lost
520,2024-11-26,2021-01-09,13,25033.37,4820.3,Consumer,Central,35,5,3,3,3,333,Promising
522,2024-12-20,2022-11-19,5,20401.05,3176.78,Consumer,Central,11,1,4,2,3,423,Potential Loyalists
524,2024-05-23,2021-05-21,6,4396.89,1751.76,Home Office,Central,222,31,2,2,2,222,Lost
525,2024-09-25,2022-05-30,6,3407.42,1149.93,Home Office,Central,97,13,2,2,1,221,Lost
528,2024-10-26,2021-05-28,6,2424.0499999999997,650.41,Home Office,South,66,9,3,2,1,321,Hibernating
529,2024-10-20,2021-05-28,9,5071.28,1848.51,Home Office,East,72,10,3,3,2,332,Promising
530,2024-11-29,2021-03-11,22,27135.69,7057.77,Consumer,East,32,4,3,4,4,344,Loyal Customers
532,2023-02-25,2023-02-25,1,1574.84,547.02,Corporate,West,675,96,1,1,1,111,Lost
533,2024-12-26,2021-04-27,19,35627.340000000004,2423.3700000000003,Small Business,West,5,0,5,4,4,544,Champions
534,2023-10-03,2023-10-03,1,917.0899999999999,210.77,Consumer,East,455,65,1,1,1,111,Lost
535,2024-10-24,2021-11-19,4,15169.27,4347.18,Corporate,West,68,9,3,2,3,323,Promising
536,2023-12-24,2023-12-24,1,5229.61,1912.4099999999999,Home Office,Central,373,53,1,1,2,112,Lost
537,2024-12-04,2021-05-23,18,14607.289999999999,2666.41,Consumer,Central,27,3,4,4,3,443,Potential Loyalists
538,2024-12-27,2021-01-25,87,236562.16,53470.340000000004,Corporate,Central,4,0,5,5,5,555,Champions
539,2024-12-31,2021-07-29,9,23761.17,5399.33,Small Business,Central,0,0,5,3,3,533,Potential Loyalists
540,2024-11-30,2024-08-29,2,4515.38,831.34,Home Office,Central,31,4,3,1,2,312,Hibernating
542,2024-09-20,2021-03-10,10,16521.239999999998,4282.7,Small Business,Central,102,14,2,3,3,233,At Risk
543,2023-04-29,2022-03-17,2,401.26,100.21000000000001,Consumer,West,612,87,1,1,1,111,Lost
544,2024-10-13,2021-07-29,5,6057.45,2111.77,Small Business,Central,79,11,2,2,2,222,Lost
545,2024-07-05,2021-12-11,5,9450.48,2587.22,Consumer,East,179,25,2,2,2,222,Lost
546,2023-12-16,2022-04-25,3,8853.45,2471.83,Corporate,West,381,54,1,1,2,112,Lost
547,2024-12-17,2021-06-21,10,8386.79,2666.67,Consumer,West,14,2,4,3,2,432,Potential Loyalists
548,2024-04-20,2024-04-20,1,26.27,6.77,Consumer,South,255,36,2,1,1,211,Lost
549,2024-11-10,2021-04-18,25,47546.93,12717.01,Small Business,Central,51,7,3,4,4,344,Loyal Customers
550,2024-01-18,2021-10-23,7,11938.89,2894.23,Consumer,East,348,49,1,2,3,123,Lost
551,2024-12-27,2021-02-01,57,60166.12,15949.93,Consumer,Central,4,0,5,5,4,554,Champions
552,2024-07-08,2021-06-06,10,17593.29,3760.64,Consumer,East,176,25,2,3,3,233,At Risk
553,2024-12-11,2021-01-08,51,71785.79000000001,17185.94,Home Office,Central,20,2,4,5,5,455,Champions
554,2024-12-17,2021-08-28,13,23557.53,6151.98,Home Office,South,14,2,4,3,3,433,Potential Loyalists
555,2024-12-29,2021-03-10,19,46951.74,12478.19,Small Business,Central,2,0,5,4,4,544,Champions
556,2024-11-25,2021-01-04,24,21444.96,4479.22,Consumer,Central,36,5,3,4,3,343,Promising
557,2024-11-26,2024-11-26,1,980.4,287.21,Corporate,West,35,5,3,1,1,311,Hibernating
559,2024-12-27,2021-02-19,11,17210.7,5402.34,Corporate,South,4,0,5,3,3,533,Potential Loyalists
561,2024-06-25,2021-08-28,19,18259.04,4806.37,Home Office,West,189,27,2,4,3,243,At Risk
562,2024-05-13,2021-04-22,2,2256.86,692.49,Corporate,West,232,33,2,1,1,211,Lost
563,2024-10-28,2021-07-17,7,8671.029999999999,2402.67,Consumer,East,64,9,3,2,2,322,Hibernating
564,2024-11-04,2021-03-11,12,33222.51,8637.52,Small Business,East,57,8,3,3,4,334,Promising
565,2024-12-30,2021-03-07,51,127175.33,31831.079999999998,Corporate,East,1,0,5,5,5,555,Champions
566,2021-11-07,2021-10-29,2,175.2,24.96,Consumer,West,1150,164,1,1,1,111,Lost
567,2024-12-30,2022-04-08,11,16322.36,1852.7200000000003,Consumer,South,1,0,5,3,3,533,Potential Loyalists
568,2024-03-26,2022-11-10,4,3288.57,353.82,Consumer,West,280,40,1,2,1,121,Lost
569,2024-11-22,2021-01-26,2,2021.0300000000002,728.54,Consumer,East,39,5,3,1,1,311,Hibernating
570,2022-11-09,2022-11-09,1,279.52,108.88,Consumer,East,783,111,1,1,1,111,Lost
571,2024-08-03,2021-01-16,24,63143.51,12513.6,Corporate,West,150,21,2,4,5,245,Can't Lose
572,2024-11-27,2021-05-02,23,50296.939999999995,12935.43,Corporate,South,34,4,3,4,4,344,Loyal Customers
573,2023-12-26,2021-05-09,4,2726.04,915.89,Consumer,West,371,53,1,2,1,121,Lost
574,2024-12-22,2021-02-04,56,177176.39,44197.55,Corporate,South,9,1,5,5,5,555,Champions
575,2022-09-04,2022-09-04,1,1692.0999999999997,434.51,Small Business,South,849,121,1,1,1,111,Lost
576,2024-02-02,2024-02-02,1,1048.53,377.1,Home Office,East,333,47,1,1,1,111,Lost
577,2024-09-03,2022-01-20,8,13322.35,2797.9,Corporate,Central,119,17,2,2,3,223,Lost
578,2024-12-26,2021-02-01,39,55430.77,8531.74,Consumer,South,5,0,5,5,4,554,Champions
579,2024-12-06,2023-12-21,3,6811.07,1956.01,Small Business,West,25,3,4,1,2,412,Promising
580,2024-09-19,2024-09-19,1,338.88,129.16,Consumer,East,103,14,2,1,1,211,Lost
581,2024-12-22,2021-01-22,31,39249.68,9950.26,Consumer,South,9,1,5,4,4,544,Champions
